title,address,description,size,price_string,direction,balcony_direction,bedrooms,toilets,duty,furniture,start_date,end_date,type,id,road,frontage
"Cần bán gấp biệt thự căn góc view sông Vinhomes Golden River Ba Son, Quận 1. LH: 0908 067 ***","Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh","Vinhomes Golden River (Ba Son). Khu đô thị ven sông duy nhất tại Quận 1.

Sỡ hữu vị trí đắc địa, Tuyến đường ven sông Tôn Đức Thắng, Quảng trường sông Sài Gòn. Nơi thường diễn ra những lễ hội, Với quỹ đất hiếm có 25,3 ha. Biệt Thự Vinhomes Ba Son được xây dựng trên quỹ đất vàng trong làng Biệt Thự. Bao bộc bởi dòng sông Sài Gòn uốn lượn, ngay trung tâm Quận 1.

Với tổng số căn biệt thự giới hạn: 66 căn Villas, Và trong đó duy nhất 9 căn góc mặt tiền trực diện sông Sài Gòn.

Nay tôi chuyển nhượng lại: Căn góc Biệt Thự Đơn Lập 1 trong 9 căn góc mặt tiền Sông đẹp nhất nơi đây:

* Mô tả chi tiết:

- Hiện trạng biệt thự hoàn thiện và đầy đủ nội thất.
- Diện tích đất: 437,5 m².
- Diện tích hầm: 241,24 m².
- Diện tích tầng 1 (trệt): 190,55 m².
- Diện tích tầng 2: 192 m².
- Diện tích tầng 3: 188,36 m².
- Diện tích tầng 4: 142,52 m².
- Tổng diện tích sàn sử dụng: 954,67 m².
- Số tầng: 4 tầng nổi + 1 tầng hầm.

* Với 4 phương thức thanh toán linh hoạt như sau:

1. Thanh toán nhanh trong vòng 01 tháng không vay, Chiết khấu linh hoạt.
2. Thanh toán trong vòng 03 tháng không vay. Chiết khấu linh hoạt.
3. Thanh toán giãn trong vòng 12 tháng.
4. Vốn tự có 30% (Và 70%, 0 phải trả gốc, 0 phải trả lãi lên tới 18 tháng).

* Giá bán: 479 tỷ cho khách sẵng tiền và công chứng ngay.
Liên hệ Ms Kim Thoa:
0908 067 ***","437,5 m²",479 tỷ,Đông - Bắc,Đông - Nam,5 phòng,5 phòng,Hợp đồng mua bán,Đầy đủ,17/07/2024,27/07/2024,Tin VIP Vàng,40427053,,
"Nhà mặt tiền 1 trệt 2 lầu, Quốc Lộ 50. Chính chủ (sổ đỏ)","1700 Đường Quốc Lộ 50, Xã Phong Phú, Bình Chánh, Hồ Chí Minh","Cần ra nhanh căn mặt tiền Quốc Lộ 50, ấp 4 xã Phong Phú, Bình Chánh.
- Siêu phẩm 1 trệt 2 lầu (sân thượng trồng rau xanh). Sổ đỏ chính chủ.
- Cách chợ 500m, đối điện 3 cây xăng.
- Cách đường Trịnh Quang Nghị, đang mở rộng 70m.
- Cách bệnh viện, trường học cấp 1,2 chỉ 500m.
- Nhà nằm khúc bầu, phong thủy kinh doanh, hứng trọn tài lộc.
- Liên hệ chính chủ để xem nhà:
0973 234 ***
Mr. Hảo).",156 m²,23 tỷ,,,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,17/07/2024,24/07/2024,Tin VIP Vàng,40167523,,
Cập nhật giỏ hàng chuyển nhượng mới nhất dự án Verosa Park Khang Điền Q9 (thành phố Thủ Đức),"Dự án Verosa Park, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh","Cập nhật giỏ hàng mới nhất dự án Verosa Park Khang Điền Quận 9 (thành phố Thủ Đức).

- Liên hệ:
0931 493 ***
(24/7).
- Văn phòng giao dịch tại KDC Verosa Park, số 36 đường Số 1, KP. 2, P. Phú Hữu, Quận 9.

Căn giá tốt nhất.

- Căn 5x15m giá 10.19 tỷ (view thoáng mát), giá thấp nhất khu.
- Căn 5x17m view công viên, giá 11.6 tỷ (bán gấp).
- Căn 5x20m nhà thô đường lớn 24m 14.4 tỷ, (Giá tốt).
- Căn 6x15m giá 12 tỷ (90m²) giá rẻ.
- Căn 6x18m giá 13.7 tỷ (104m²), giá rẻ.

Nhà liền kề.

- Căn 5x19m đường 24m giá 14.5 tỷ.
- Căn 6x17m giá 14.5 tỷ đường 20m, mặt tiền View công viên lớn.
- Căn 6x15m giá 12 tỷ đường 12m hướng Tây.

Căn góc.

- Căn 10x17m giá 20.9 tỷ góc 2 MT.
- Căn 8x17m giá 19.9 tỷ trục 20m góc 2MT.
- Căn 8x18m giá 18.5 căn góc 2 mặt tiền rất đẹp.

Đặc biệt có biệt thự song lập.

- Căn diện tích 200m² bán 25 tỷ đầy đủ nội thất.

Còn rất nhiều căn giá tốt, có gần 40 căn chuyển nhượng, giá đang tốt có thể mua đầu tư hoặc ở đều được.

Anh chị có nhu cầu xem nhà thực tế có thể LH:
0931 493 ***
(24/7).
Hoặc tới trực tiếp địa chỉ: KDC Verosa Park, số 36 đường số 1.

Xin cảm ơn anh chị đã đọc tin.",75 m²,"10,19 tỷ",Tây,,,,,,17/07/2024,01/08/2024,Tin VIP Vàng,35591737,,5 m
"Giỏ hàng biệt thự Đông Tăng Long giá tốt 5x20m 6,5tỷ, 8x20m 9tỷ, 10x20m 14tỷ, 10x32m 19tỷ, đã có sổ","Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh","Giỏ hàng nhà phố biệt thự Đông Tăng Long giá tốt nhất hiện nay tại TP. Thủ Đức.
- Nhà phố liền kề: 5m x 20m giá 6,5 tỷ/căn.
- Biệt thự song lập: 8m x 20m giá 9 tỷ/căn.
- Biệt thự song lập: 8m x 21m giá 9,5 tỷ/căn.
- Biệt thự song lập: 8m x 20m mặt tiền chung cư giá: 10,3 tỷ/căn.
- Biệt thự song lập: 8m x 20m mặt tiền kinh doanh đường 30m giá 18 tỷ/căn.
- Biệt thự ven hồ: 10m x 20m giá 14 tỷ/căn.
- Biệt thự ven hồ: 10m x 32m giá 19 tỷ/căn.
- Biệt thự góc đơn lập: 13m x 20m giá 16 tỷ/căn. - Biệt thự đơn lập: 20m x 20m giá 27 tỷ/căn.
- Biệt thự góc 20m x 22m giá 33 tỷ/căn sát Hồ Hạc Cầm.
- Pháp lý: Nhà đã có sổ hồng hoàn công sẵn khách mua công chứng sang tên ngay.
- Sản phẩm đa dạng diện tích, vị trí đẹp và đầy đủ các hướng cho khách chọn căn.
Liên hệ ngay:
0909 087 ***
Mr Quân để được hỗ trợ.
- Dự kiến kết nối đường Liên Phường với VĐ 3, Lã Xuân Oai 30m vào 2026 tạo sự kết nối đồng bộ hạ tầng của dự án. Liên hệ ngay:
0909 087 ***
Mr Quân để được hỗ trợ.",100 m²,"6,5 tỷ",Bắc,Bắc,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,13/07/2024,28/07/2024,Tin VIP Vàng,40048285,12 m,20 m
"Nhà bán chính chủ. DT 4.2x20m (84m2), Đường số 9, Trần Não, Quận 2, TP.Thủ Đức, TP.Hồ Chí Minh","Đường 9, Phường An Khánh, Quận 2, Hồ Chí Minh","- Nhà hẻm xe hơi. Trệt - 1 lầu - Sân thượng có mái che - ô tô đậu trong nhà.
- Nội thất đầy đủ. Nhà đẹp vào ở ngay, làm văn phòng, dễ cho thuê giá cao.
- Gần chợ, gần Siêu thị Metro, trường học.
- Liên hệ chủ nhà:
0903 734 ***",84 m²,"17,75 tỷ",Đông,Đông,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,17/07/2024,01/08/2024,Tin VIP Vàng,40362667,,"4,2 m"
"Chính chủ bán nhà gần chợ Cây Xoài, bệnh viện Lê Văn Thịnh (Quận 2 cũ)","88/6 Đường Lê Đình Quản, Phường Cát Lái, Thủ Đức, Hồ Chí Minh","Chính chủ cần bán nhà gần chợ Cây Xoài, bệnh viện Lê Văn Thịnh (Quận 2 cũ).

Ví trí: Đường 6m, hẻm cụt, an ninh, thoáng sạch sẽ.

Môi trường sống: Hàng xóm thân thiện, gần gũi.

Nhà 96.4m² đất, ngang 5m, vuông vức đặc biệt có nở hậu.
Kết cấu: 1 trệt 2 lầu diện tích sử dụng 210m². Có 2 phòng ngủ (1 phòng có gác lửng rất đẹp).
Nội thất còn rất mới, xách vali vào ở ngay.
Tiện ích:
+ Gần chợ Cây Xoài và bệnh viện Lê Văn Thịnh, thuận tiện cho việc mua sắm và chăm sóc sức khỏe.
+ Khu vực an ninh, yên tĩnh, môi trường sống trong lành, hàng xóm thân thiện, dễ mến.","96,4 m²","10,9 tỷ",Tây - Bắc,Tây - Bắc,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,17/07/2024,01/08/2024,Tin VIP Vàng,40421427,6 m,5 m
"Bán nhà HXH 10m 506 đường 3/2 Quận 10. DT: 4.2x18m, nhà 3 lầu ST giá 16.5 tỷ TL","Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh","Bán nhà hẻm xe hơi 10m đường 3/2 Quận 10. Nhà vị trí đẹp, khu 506 đường 3/2 vip bậc nhất trung tâm thuận tiện để ở, làm văn phòng, shop,...
Diện tích: 4.2 x 18m vuông vức.
Hiện trạng: Trệt 3 lầu sân thượng nhà mới đẹp.
Sổ hồng chính chủ thuận tiện giao dịch mua bán.
Giá bán: 16.5 tỷ thương lượng.
Vui lòng liên hệ:
0937 865 ***
Thanh Tùng chuyên viên nhà phố trung tâm để hỗ trợ xem nhà.
Nhận ký gởi mua bán - nhà đất quận trung tâm.","74,1 m²","16,5 tỷ",,,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,21/07/2024,31/07/2024,Tin thường,39569221,,
Bán nhà HXH Trần Hưng Đạo Quận 1. Nhà 4x16m kết cấu 5 lầu thang máy HĐT thuê 50tr/th giá 17.8 tỷ TL,"Đường Trần Hưng Đạo, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh","Bán nhà hẻm xe hơi đường Trần Hưng Đạo Quận 1. Nhà vị trí đẹp, khu vực sầm uất thuận tiện sử dụng để ở và khai thác kinh doanh nhiều loại hình dịch vụ.
Diện tích: 4 x 16m vuông vức.
Hiện trạng: 5 lầu thang máy.
Giá bán: 17.8 tỷ thương lượng.
Vui lòng liên hệ:
0937 865 ***
Thanh Tùng chuyên nhà phố trung tâm để hỗ trợ làm việc và tư vấn hiệu quả nhất.",60 m²,"17,8 tỷ",,,9 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,21/07/2024,31/07/2024,Tin thường,39568732,,4 m
"Căn 2 mặt tiền KD đường Sư Vạn Hạnh Quận 10. Ngay Vạn Hạnh Mall 8x22m, 4 lầu ST giá 46 tỷ TL","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh","Bán căn góc 2 mặt tiền KD đường Sư Vạn Hạnh Phường 12, Quận 10. Ngay trung tâm thương mại Vạn Hạnh Mall tuyến đường kinh doanh sung túc bậc nhất trung tâm thuận tiện sử dụng khai thác kinh doanh nhiều ngành nghề: Showroom, shop, văn phòng,...
Diện tích: 8 x 22m.
Hiện trạng: Nhà 4 lầu sân thượng HĐT thuê 130tr/th.
Sổ hồng pháp lý chính chủ thuận tiện giao dịch mua bán.
Giá bán: 46 tỷ thương lượng.
Vui lòng liên hệ:
0937 865 ***
Thanh Tùng để hỗ trợ làm việc, tư vấn pháp lý 24/24.
Nhận ký gởi mua bán nhà đất quận trung tâm.","172,4 m²",46 tỷ,,,6 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,21/07/2024,31/07/2024,Tin thường,39569009,,
"Bán nhà HXH 666 đường 3/2 Quận 10, 6x20m, trệt 2 lầu sân thượng, giá 21 tỷ TL","Hẻm 666, Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh","Bán nhà hẻm xe hơi 666 đường 3/2, Quận 10. Nhà vị trí đẹp gần trường quốc tế Việt Úc, chung cư mới Xi - Grand Court, nhà thi đấu Phú Thọ,... Thuận tiện sử dụng để ở và khai thác kinh doanh nhiều loại hình dịch vụ.
Diện tích: 6 x 20m 124m² vuông vức.
Hiện trạng nhà: Trệt 2 lầu sân thượng.
Sổ hồng chính chủ thuận tiện giao dịch mua bán.
Giá bán: 21 tỷ thương lượng.
Vui lòng liên hệ:
0937 865 ***
Thanh Tùng chuyên nhà phố trung tâm.
Nhận ký gởi mua bán nhà đất quận trung tâm.",124 m²,21 tỷ,,,5 phòng,6 phòng,Sổ hồng,Cơ bản,21/07/2024,31/07/2024,Tin thường,39569691,,
"Mặt tiền đường ngay P. Nguyễn Cư Trinh Quận 1. DT: 4.5x18m, HĐT 80tr/th giá 28 tỷ TL","Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh","Bán nhà mặt tiền đường ngay Phường Nguyễn Cư Trinh Quận 1. Nhà mặt tiền đường vị trí đẹp, vỉa hè trước nhà rộng tuyến đường kinh doanh thương mại bậc nhất khu vực thuận tiện sử dụng khai thác kinh doanh nhiều loại hình dịch vụ.
Diện tích: 4.5 x 18m nhà nở hậu đẹp.
Hiện trạng: Trệt 2 lầu sân thượng.
Sổ hồng pháp lý thuận tiện mua bán sang tên nhanh.
Giá bán: 28 tỷ thương lượng.
Vui lòng liên hệ:
0937 865 ***
Thanh Tùng chuyên viên BĐS nhà phố để hỗ trợ làm việc.","85,1 m²",28 tỷ,,,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,21/07/2024,31/07/2024,Tin thường,39568831,,
"Bán nhà hẻm xe hơi 8m đường Cao Thắng ngay Võ Văn Tần Quận 3. DT: 6x18m, 3 lầu ST giá 23.5 tỷ TL","Đường Cao Thắng, Phường 5, Quận 3, Hồ Chí Minh","Bán nhà hẻm xe hơi 8m đường Cao Thắng Quận 3. Nhà vị trí đẹp ngay Nguyễn Thị Minh Khai - Cao Thắng vị trí vip bậc nhất trung tâm thuận tiện đi lại và sử dụng khai thác kinh doanh nhiều loại hình dịch vụ.
Diện tích: 6 x 18m vuông vức.
Hiện trạng: Trệt lửng 3 lầu sân thượng.
Sổ hồng chính chủ thuận tiện giao dịch mua bán nhanh.
Giá bán: 23.5 tỷ thương lượng.
Vui lòng liên hệ:
0937 865 ***
Thanh Tùng chuyên viên nhà phố trung tâm để hỗ trợ xem nhà.
Cám ơn quý khách đã quan tâm.","106,7 m²","23,5 tỷ",,,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,21/07/2024,31/07/2024,Tin thường,39569338,8 m,6 m
"Bán nhà mới đẹp HXH 6m đường Nguyễn Đình Chiểu, 4.5x14m 3 lầu ST, giá 12.5 tỷ TL","Đường Nguyễn Đình Chiểu, Phường 2, Quận 3, Hồ Chí Minh","Bán nhà mới đẹp hẻm xe hơi đường Nguyễn Đình Chiểu, Quận 3. Vị trí đẹp hẻm xe hơi thông thoáng thuận tiện sử dụng để ở và khai thác kinh doanh nhiều nghành nghề: Shop, spa,..
Diện tích: 4.5 x 14m nở hậu đẹp.
Hiện trạng: Trệt 3 lầu sân thượng.
Sổ hồng chính chủ thuận tiện giao dịch mua bán.
Giá bán: 12.5 tỷ thương lượng.
Vui lòng liên hệ:
0937 865 ***
Thanh Tùng chuyên nhà phố trung tâm hỗ trợ xem nhà.
Cám ơn quý khách đã quan tâm - nhận ký gởi mua - bán nhà đất quận trung tâm.",55 m²,"12,5 tỷ",,,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,21/07/2024,31/07/2024,Tin thường,39569754,6 m,
Bán nhà Gò Dầu - Hẻm ôtô kế hẻm xe tải - 54m2 - 4Tầng - Nhà mới thiết kế lệch tầng - Hơn 6tỷ TL,"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh","Bán nhà riêng Gò Dầu, khu nhộn nhịp Tân Phú, kế trung tâm Aeon, hẻm ô tô đổ cửa, thiết kế lệch tầng đủ công năng.

- DT: 54m²(4x13.5).
- 4 tầng: Trệt, 2 lầu, sân thượng 5pn, 4wc.
- Gần Aeon Mall, khu an ninh, yên tĩnh. Kế hẻm xe tải và mặt tiền Gò Dầu full tiện ích.
- Pháp lý chuẩn, hoàn công đủ, công chứng ngay.
- Chỉ 6.5tỷ TL.

Lưu ý: Nhà em đăng là nhà thật, hình ảnh thật. Anh chị cần xem nhà, mua nhà, gặp chính chủ thương lượng giá tốt hãy gọi cho em. Em Cầm sẽ giúp anh chị mua được căn nhà hợp ý nhất! Em Cầm chuyên bán nhà Tân Phú, bán nhà mặt tiền Tân Phú.",54 m²,"6,5 tỷ",,,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,17/07/2024,27/07/2024,Tin thường,40421389,,
"Bán nhà HXH 6m đường Trần Đình Xu, Quận 1 (DT: 4x22m) giá 20 tỷ TL","Đường Trần Đình Xu, Phường Cầu Kho, Quận 1, Hồ Chí Minh","Bán nhà HXH 6m đường Trần Đình Xu, Phường Cầu Kho, Quận 1.
Nhà mới, đẹp, hẻm nhựa ô tô đến tận nhà, hẻm thông ra đường Trần Hưng Đạo. Thích hợp ở, cho thuê, khai thác kinh doanh,...
- Diện tích: 4x22m (CN: 86.6m²). Sổ vuông vức, nhà không lỗi phong thủy.
- Kết cấu: Trệt 2 lầu.
- Giá: 20 tỷ TL.
- Pháp lý: Sổ hồng chính chủ. Công chứng mua bán nhanh.
- Vui lòng liên hệ:
0938 478 ***
em Nhàn để làm việc chính chủ và trực tiếp xem nhà,
Cảm ơn quý anh chị đã xem tin.","86,6 m²",20 tỷ,,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,21/07/2024,05/08/2024,Tin thường,40306736,6 m,
"Chú Hưng cần bán nhà đường Phạm Văn Hai, P. 3, Q. Tân Bình, DTCN 86m2, sổ hồng chính chủ giá 2tỷ280","Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh giá 2tỷ280","Gia đình chú Hưng đã định cư hẳn bên Mỹ có căn nhà (74,02m²) ngay đường Phạm Văn Hai, Phường 3, Tân Bình. (bớt ít cho ai mua nhanh). bán 2tỷ280
- DT Ngang 5.3mx16m nở hậu nhẹ - kết cấu 1 trệt 2 Lầu. DTXD: 5,3mx14m.
- Hẻm xe hơi rộng 5m thông thoáng, không ngập úng.
- Nhà đẹp vuông vức thuận tiện di chuyển các quận nên ở hay kinh doanh buôn bán gì đều tốt.
- Vị Trí nhà ngay chợ Phạm Văn Hai, đi bộ 1 chút ra Công Viên Hoàng Văn Thụ. Đi sân bay Tân Sơn Nhất tầm 5 phút.
- Nhà SHR chính chủ tôi bao thuế trước bạ cho khách mua.
- Hình thật - Nhà thật, thương lượng trực tiếp với tôi.
- Xem nhà gọi số:
0939 510 ***
. Bán 2tỷ280",74 m²,"2,28 tỷ",,,,,Sổ đỏ,Đầy đủ,17/07/2024,24/07/2024,Tin VIP Vàng,40426145,5 m,"5,3 m"
"Minh Trần - 3PN, diện tích 95,9m2 giá 6,380 tỷ, tầm nhìn 360 độ, có 3% đặt chỗ","Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","Em Minh Trần xin kính chào quý anh chị đang tìm kiếm căn hộ đầu tư cũng như để ở.
Hiện tại dự án Sun Symphony đã cắt toàn bộ chính sách 3% Đặt chỗ sớm, Ở đây em đang có 1 căn.
3PN ở vị trí tầng cao, tầng 18 với diện tích căn 95.9m²:
- Căn này là căn gốc tầng 18 view quét được các hướng: View biển mỹ khê, view công viên nội khu, view núi sơn trà, tượng bồ tát, view vịnh Đà Nẵng.
- Khối toà S2A này cao 24 tầng mà có tận 4 thang máy nên rất thuận lợi cho việc di chuyển.
- Giá ở đây thì chủ đầu tư niêm yết bán là 6,997 tỷ, Đối với căn này vẫn giữ được 3% đặt chỗ, nếu anh chị không vay sẽ được tổng chiết khấu là 9% và sẽ thanh toán dàn trãi tới khi nhận căn hộ và giá chính xác là 6,380 tỷ.
- Giá ở đây là giá bàn giao thô, và đã gồm 10% VAT + 2% Phí bảo trì, miễn phí quản lý 3 năm, bàn giao vào tháng 2/2026.
- Đối với nhu cầu đầu tư bản thân trong nghề có 1 số lưu ý cho anh chị tham khảo: Cùng dự án thì căn này rẻ hơn so với các loại hình khác (vd 3PN view sông 13,5 tỷ hay 2PN view sông 7,9 tỷ, tuy nhiên căn này là căn gốc tầng cao nên lấy được view 360 độ view củng rất đẹp, tầm nhìn không hạn chế mà giá chỉ ngang 1 nữa loại hình khác, lại là căn cuối cùng giử được 3% 187 triệu đặt chổ sớm).
- Hiện tại ở dự án đã có mô hình thu nhỏ, và cả nhà mẫu nhé ạ, anh chị ghé Đà Nẵng nhắn em Minh Trần dẫn xem thực tế.
Anh chị cần thêm thông tin gì cứ nhắn em Minh, em hiện tại ở Đà Nãng công tác tại sàn phân phối top 1 của Sungroup - SRT tại 55 An Dương Vương, TP Đà Nẵng ạ, mọi thông tin em đăng cam kết chính xác, không đăng ảo câu view ạ.
Em Minh cám ơn mọi người đã đọc tin ạ!","95,9 m²","6,38 tỷ",Tây,Đông,3 phòng,3 phòng,Hợp đồng mua bán,,05/07/2024,,Tin thường,40313366,,
"Chính chủ cần bán gấp nhà đường Nguyễn Hữu Cảnh, Bình Thạnh 54.6 m2 (đối diện với Vinhome Tân Cảng)","Số 135/1/17, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh","Chính chủ cần tiền bán gấp nhà số 135/1/17 Nguyễn Hữu Cảnh, P. 22, Bình Thạnh (đối diện với Vinhome Tân cảng).

- Diện tích: 54,6m²; mặt tiền ~4m.
Đường rộng, ô tô tránh nhau thoải mái, thuận tiện đi lại.

- Giá: 13,5 tỷ.

- Liên hệ chính chủ:
0905 163 ***","54,6 m²","13,5 tỷ",,,2 phòng,1 phòng,Sổ hồng chính chủ,,17/07/2024,27/07/2024,Tin VIP Vàng,40425951,,4 m
"Bán nhà MT Trần Quang Cơ, Q. Tân Phú - 153m2 - SHR chính chủ thương lượng trực tiếp","Đường Trần Quang Cơ, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh","Bán nhà MT Trần Quang Cơ, Q. Tân Phú, đường đông đúc tiện kinh doanh mua bán. Thương lượng trực tiếp với chủ nhà. Trả giá thoải mái.
Ngang 6m dài 26m.
Nở hậu lên tới 10m.
Nhà 1 trệt 1 lầu nhà cứng cáp sửa nhẹ có thể kinh doanh được ngay.",153 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,,17/07/2024,01/08/2024,Tin VIP Vàng,39387585,,6 m
"Giá bán, CSBH & chiết khấu dự án The Meadow CĐT Gamuda Land tại Bình Chánh, áp dụng tháng 7/2024","Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh","* The Meadow là dự án nhà phố, biệt thự độc đáo của Gamuda Land tại Việt Nam mang đến một không gian sống hiện đại và gần gũi với thiên nhiên tại Bình Chánh.
* Với tầm nhìn chiến lược, chủ đầu tư đã đầu tư kỹ lưỡng để tạo nên một khu đô thị mới, nơi mà cuộc sống thịnh vượng và tận hưởng thiên nhiên được kết hợp một cách hoàn hảo.
* The Meadow với vị trí đắc địa, tiện ích đa dạng và thiết kế chi tiết, dự án hứa hẹn mang đến cho cư dân một cuộc sống hiện đại, thuận tiện và đầy đủ tiện ích. Đây là lựa chọn lý tưởng cho những người đang tìm kiếm không gian sống đẳng cấp tại TP. HCM.
----------------------------------------------------------
Tổng quan dự án.
- Tên dự án: The Meadow.
- Vị trí: Đường Trần Văn Giàu, xã Vĩnh Lộc B, huyện Bình Chánh, TP. HCM. Cách nút giao với đường VĐ3 chỉ 1,7km.
- Chủ đầu tư: Tập đoàn Gamuda Land (Malaysia).
- Pháp lý: Đã có sổ lớn, giấy phép xây dựng, giấy phép bán hàng.
- Đơn vị thiết kế kiến trúc: Zone Architect.
- Tư vấn giám sát: BTECONS.
- Đơn vị xây dựng: CBM.
- Loại hình sản phẩm: Nhà phố biệt thự.
- Diện tích dự án: 5 ha.
- Mật độ xây dựng toàn khu: 21,7%.
- Quy mô dự án: 212 sản phẩm nhà phố biệt thự 1trệt 2 lầu.
-----------------------------------------------------------
* Đặt biệt:
- Quý khách hàng đặt cọc mua sẽ được Chiết khấu ngay 300 triệu (trừ vào thanh toán đợt 1).
- Thanh toán 15%: Ký ngay HĐMB trực tiếp với CĐT == Thanh toán nhanh chiết khấu 5% == Thanh toán vay ngân hàng chiết khấu 2% + với hỗ trợ lãi suất 0% trong 13 tháng.
- Ưu tiên Chiết khấu ngay 1% cho khách hàng: Có địa chỉ thường trú, HĐLĐ, Xác nhận công tác, Sổ Hồng, sổ đỏ, HĐMB BĐS tại khu tây TP HCM bao gồm: Bình Tân, Bình Chánh, Long An.
- Giá bán đợt đầu tiên: Chỉ từ 6,1 tỷ/căn (chưa trừ ưu đãi ngày mở bán).
----------------------------------------------------------
Nhà phố: 196 căn diện tích: 80m - 105m².
Villa: 16 căn. Diện tích: 185m 310m.
- Tiện ích nội khu: Công viên nội khu, hồ bơi, khu BBQ, hồ sinh thái,
- Thời gian sở hữu: Theo pháp luật hiện hành 50 năm với khách nước ngoài & sở hữu lâu dài với khách Việt Nam.
- Năm khởi công: Tháng 4/2024.
- Thời gian hoàn thành: Tháng 12/2025.
---------------------------------------------------------
Thông tin liên hệ:
Website: https://themeadow.chaudaiduong.vn
Hotline:
0933 053 ***
zalo, call 24/7).
Có xe 7 chỗ đưa đón khách xem dự án tận nhà, tất cả các ngày trong tuần, kể cả cuối tuần.",80 m²,"6,1 tỷ",Nam,Nam,3 phòng,4 phòng,Hợp đồng mua bán,,17/07/2024,24/07/2024,Tin VIP Vàng,40030937,12 m,5 m
"Bán gấp nhà đẹp đường lớn ngay Phạm Văn Đồng, Hiệp Bình Chánh, TP. Thủ Đức 4,3x13,7(59m2). 1T 2L ST","Đường Số 48, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh","Nhà ngay đường lớn: Đường số 48, Hiệp Bình Chánh, TP Thủ Đức.
Chỉ có 3 tỷ 400 triệu.

Diện tích: 4,3x13,7m (59m²).
Kết cấu: 1trệt, 2lầu, st Gồm 4 phòng ngủ, 3WC, phòng khách, bếp, ban công thoáng.

Nhà sổ hồng riêng, pháp lý rõ ràng, sang tên công chứng trong ngày.
Nội thất đầy đủ có thể dọn vô ở liền.

Hẻm 5m xe hơi tới nhà, khu vực an ninh dân trí, nhiều tiện ích xung quanh! Thuận tiện ra các trục đường chính.
=========================

Tel Ngân:
0896 505 ***
để xem nhà ngay.",59 m²,"3,4 tỷ",,,4 phòng,3 phòng,Sổ hồng,Cơ bản,17/07/2024,24/07/2024,Tin VIP Vàng,40420801,5 m,"4,3 m"
